# DES-SN5YR photometry subset (public data release: DES Collaboration 2024;
# Sanchez et al. 2024; https://github.com/des-science/DES-SN5YR ,
# doi:10.5281/zenodo.12720777). Cosmology-sample SNe Ia (IDSURVEY 10),
# zHEL 0.05-0.65 stratified (all z<0.2 + 25/bin, seed 42); SNANA SMP
# FLUXCAL -> AB mag (27.5 - 2.5 log10 FLUXCAL), SNR >= 3.
# x1/c/mB/mu columns = the release SALT3 fits (DES-Dovekie_Metadata.csv),
# carried for cross-checks only.
snid,mjd,band,mag,emag
1289982,56949.3500,i,23.9248,0.0695
1289982,56950.1130,g,25.0214,0.3421
1289982,56950.1220,r,24.3301,0.1471
1289982,56956.1550,z,24.0438,0.1160
1289982,56956.3130,i,24.1807,0.1403
1289982,56957.1480,r,24.5620,0.1810
1289982,56960.3000,i,24.0931,0.1701
1289982,56961.3070,z,24.5847,0.3196
1289982,56966.1290,i,24.5502,0.3607
1289982,56973.1430,g,25.5399,0.3107
1289982,56973.1520,r,25.0229,0.2041
1289982,56973.2440,i,24.5853,0.1422
1289982,56973.2670,z,24.6276,0.1985
1289982,56980.2070,g,25.7108,0.2524
1289982,56980.2170,r,25.1963,0.1682
1289982,56980.2330,i,24.8774,0.1721
1289982,56980.2560,z,24.8965,0.2452
1289982,56987.2330,i,24.6512,0.1269
1289982,56987.2540,z,24.9902,0.3305
1289982,56990.2380,i,24.4224,0.3448
1289982,57001.1830,r,25.1635,0.3033
1289982,57001.1990,i,25.2656,0.3226
1289982,57008.0410,i,24.9275,0.2184
1289982,57018.1930,r,25.0042,0.2676
1289982,57044.1450,i,24.9313,0.2670
1290007,56885.2890,g,23.1329,0.1317
1290007,56885.2990,z,22.8030,0.0415
1290007,56885.3460,i,22.6526,0.0253
1290007,56885.3690,r,22.6729,0.0330
1290007,56888.2810,g,23.4207,0.0513
1290007,56903.2460,r,22.8877,0.0476
1290007,56903.2620,i,22.6872,0.0555
1290007,56912.2580,z,23.3797,0.0948
1290007,56912.3040,r,23.6296,0.1232
1290007,56912.3200,i,23.1523,0.0568
1290007,56920.2050,r,24.1986,0.0939
1290007,56920.2210,i,23.4026,0.0424
1290007,56920.2450,z,23.3519,0.0560
1290007,56925.3060,r,24.4161,0.1181
1290007,56925.3290,i,23.6174,0.0527
1290007,56927.1780,z,23.3820,0.0935
1290007,56932.1720,r,24.6236,0.2716
1290007,56932.1890,i,23.9600,0.0963
1290007,56933.1700,z,23.0356,0.2103
1290007,56936.2600,i,23.8894,0.1404
1290007,56943.1330,z,24.2611,0.1962
1290007,56943.3550,r,24.9073,0.3007
1290007,56944.1300,i,24.3440,0.1794
1290007,56949.3500,i,24.5165,0.1169
1290007,56950.1220,r,25.3361,0.3530
1290007,56956.1550,z,24.6303,0.2063
1290007,56956.3130,i,24.3437,0.1596
1290007,56957.1480,r,25.2730,0.3368
1290007,56960.3000,i,24.6972,0.2962
1290007,56961.3080,z,24.5089,0.3060
1290007,56966.2300,z,24.2852,0.3084
1290007,56973.1520,r,25.3238,0.2680
1290007,56973.2670,z,24.9007,0.2700
1290007,56980.2170,r,25.6097,0.2428
1290007,56980.2330,i,25.0287,0.1896
1290007,56987.2330,i,25.0985,0.1887
1290007,57001.1990,i,25.4019,0.3589
1291090,56887.2110,g,23.2656,0.0645
1291090,56887.2130,r,22.9116,0.0577
1291090,56887.2150,i,23.0935,0.0901
1291090,56887.2180,z,23.0973,0.1154
1291090,56891.3770,g,22.0710,0.0285
1291090,56891.3800,r,21.9191,0.0381
1291090,56891.3820,i,22.0089,0.0676
1291090,56891.3840,z,22.2916,0.1192
1291090,56903.1200,g,21.2872,0.0445
1291090,56903.1230,r,21.1018,0.0404
1291090,56903.1250,i,21.2063,0.0504
1291090,56903.1280,z,21.8827,0.1132
1291090,56912.0960,g,21.4969,0.0667
1291090,56912.0980,r,21.2014,0.0394
1291090,56912.1010,i,21.3140,0.0412
1291090,56912.1030,z,21.8038,0.0740
1291090,56916.0890,g,21.7757,0.0597
1291090,56916.0910,r,21.2288,0.0853
1291090,56916.0930,i,21.5443,0.2002
1291090,56916.0970,z,22.2686,0.2137
1291090,56920.0750,g,22.1036,0.0237
1291090,56920.0770,r,21.5726,0.0243
1291090,56920.0820,z,22.3630,0.0922
1291090,56925.1580,g,22.5912,0.1086
1291090,56925.1600,r,21.7991,0.0336
1291090,56925.1620,i,22.0278,0.0452
1291090,56925.1650,z,22.5752,0.1111
1291090,56930.1270,g,22.9730,0.0607
1291090,56930.1300,r,22.0475,0.0324
1291090,56930.1320,i,22.0226,0.0386
1291090,56930.1340,z,22.6843,0.0891
1291090,56943.0180,g,23.7525,0.1320
1291090,56943.0200,r,22.5302,0.0664
1291090,56943.0220,i,22.2184,0.0647
1291090,56943.0250,z,22.4733,0.1114
1291090,56949.0270,g,24.0336,0.1616
1291090,56949.0300,r,22.9380,0.1980
1291090,56949.0320,i,22.4356,0.0563
1291090,56949.0360,z,22.6246,0.1338
1291090,56956.0080,g,24.6668,0.2605
1291090,56956.0100,r,23.2193,0.0945
1291090,56956.0130,i,22.7052,0.0797
1291090,56956.0150,z,23.0679,0.1536
1291090,56960.1730,r,23.3469,0.1262
1291090,56960.1750,i,22.8466,0.0952
1291090,56960.1780,z,23.2235,0.1942
1291090,56973.0210,g,24.4471,0.2221
1291090,56973.0230,r,23.6424,0.1344
1291090,56973.0250,i,23.2824,0.1236
1291090,56973.0280,z,23.5386,0.2174
1291090,56980.0370,g,24.6056,0.1914
1291090,56980.0400,r,23.7963,0.1220
1291090,56980.0420,i,23.2018,0.1082
1291090,56980.0440,z,24.1549,0.3604
1291090,56987.0440,r,24.1607,0.2105
1291090,56987.0460,i,23.5756,0.1742
1291090,56992.0490,r,24.0443,0.3496
1291090,56992.0510,i,23.9213,0.3352
1291090,57002.0520,r,24.0130,0.1718
1291090,57002.0550,i,23.9001,0.2127
1291090,57011.0560,g,24.9127,0.2726
1291090,57011.0580,r,24.5692,0.2573
1291090,57011.0600,i,24.2545,0.2774
1291090,57017.0760,r,24.2664,0.3265
1291090,57025.0610,i,23.6106,0.3420
1291090,57030.0950,i,23.5768,0.2811
1291090,57037.0760,r,24.6052,0.3594
1292560,56890.2580,g,21.9476,0.0312
1292560,56890.2630,i,22.2010,0.0674
1292560,56890.2650,z,22.3616,0.1131
1292560,56894.2690,i,21.4820,0.0714
1292560,56903.2230,g,20.6332,0.0169
1292560,56903.2250,r,20.6894,0.0152
1292560,56903.2280,i,20.8716,0.0215
1292560,56903.2300,z,21.3969,0.0557
1292560,56915.1900,g,21.2306,0.0192
1292560,56915.1930,r,21.0079,0.0209
1292560,56915.1950,i,21.1795,0.0300
1292560,56915.1980,z,21.9942,0.0757
1292560,56923.2910,r,21.4058,0.0389
1292560,56923.2930,i,21.4993,0.0452
1292560,56923.2950,z,22.4844,0.1372
1292560,56924.1660,g,22.0308,0.0263
1292560,56924.1690,r,21.4466,0.0229
1292560,56924.1710,i,21.5597,0.0293
1292560,56924.1740,z,22.2886,0.0634
1292560,56931.1470,g,22.6605,0.0744
1292560,56931.1500,r,21.7718,0.0371
1292560,56931.1520,i,21.6807,0.0407
1292560,56931.1550,z,22.1417,0.0870
1292560,56936.3500,r,22.0352,0.0921
1292560,56936.3520,i,21.8979,0.0723
1292560,56936.3550,z,21.9604,0.0673
1292560,56943.1170,g,23.6888,0.1181
1292560,56943.1190,r,22.2754,0.0470
1292560,56943.1220,i,21.9381,0.0482
1292560,56943.1240,z,22.0908,0.0697
1292560,56949.0990,g,23.7786,0.1843
1292560,56949.1010,r,22.6171,0.0929
1292560,56949.1030,i,22.3552,0.0880
1292560,56949.1060,z,22.4566,0.1245
1292560,56956.0800,g,24.0265,0.1431
1292560,56956.0830,r,22.7182,0.0556
1292560,56956.0850,i,22.5702,0.0614
1292560,56956.0870,z,22.6954,0.1082
1292560,56960.2000,r,22.9304,0.0734
1292560,56960.2020,i,22.8313,0.0860
1292560,56960.2050,z,22.8906,0.1207
1292560,56973.0350,g,24.4454,0.3223
1292560,56973.0380,r,23.1720,0.1170
1292560,56973.0400,i,23.0670,0.1365
1292560,56973.0430,z,23.3825,0.2169
1292560,56980.0520,g,24.2303,0.1347
1292560,56980.0540,r,23.4091,0.0945
1292560,56980.0560,i,23.0917,0.1134
1292560,56980.0590,z,23.4900,0.2126
1292560,56987.0570,g,24.4619,0.2386
1292560,56987.0590,r,23.4967,0.1340
1292560,56987.0610,i,23.5022,0.1747
1292560,57001.0370,g,24.7136,0.3139
1292560,57001.0390,r,23.6267,0.1235
1292560,57001.0410,i,23.9774,0.2493
1292560,57001.0440,z,23.9007,0.3098
1292560,57005.0370,r,23.9218,0.2103
1292560,57005.0390,i,23.6982,0.2157
1292560,57014.0440,r,23.7556,0.2197
1292560,57014.0460,i,23.7962,0.2188
1292560,57018.0850,g,24.1782,0.3034
1292560,57018.0880,r,24.1506,0.3130
1292560,57018.0900,i,24.0005,0.3246
1292823,56890.2860,z,22.3227,0.0422
1292823,56890.3400,i,22.3599,0.0301
1292823,56890.3660,r,22.2680,0.0350
1292823,56903.2370,g,22.3070,0.0273
1292823,56903.3600,i,21.8253,0.0327
1292823,56904.2370,z,22.1674,0.0249
1292823,56912.2010,z,22.7915,0.1570
1292823,56915.2020,r,22.3494,0.0538
1292823,56915.2320,i,22.0850,0.0415
1292823,56915.2560,g,23.0240,0.1223
1292823,56916.1940,g,23.1220,0.1174
1292823,56916.2720,z,22.7274,0.0528
1292823,56924.1930,r,22.7857,0.0229
1292823,56924.2090,i,22.5264,0.0208
1292823,56924.2320,z,22.8756,0.0417
1292823,56925.1790,g,24.0864,0.0893
1292823,56931.1750,r,23.2880,0.0436
1292823,56931.1910,i,22.7172,0.0264
1292823,56931.2800,z,22.8048,0.0354
1292823,56932.1520,g,24.3951,0.2986
1292823,56936.1570,r,23.9141,0.2468
1292823,56936.1740,i,23.0306,0.0848
1292823,56936.1950,z,22.8743,0.0671
1292823,56943.2580,r,23.9862,0.1233
1292823,56943.2730,i,23.1580,0.0489
1292823,56943.2980,z,23.0659,0.0597
1292823,56949.1330,r,24.6926,0.3233
1292823,56949.1510,i,23.4143,0.0587
1292823,56949.1670,z,23.2056,0.1225
1292823,56956.2170,g,25.4941,0.3164
1292823,56956.2260,r,24.3685,0.1131
1292823,56956.2420,i,23.7929,0.1120
1292823,56956.2670,z,23.4647,0.0979
1292823,56960.2840,r,24.7922,0.3119
1292823,56961.2050,z,24.1727,0.2668
1292823,56973.0490,i,24.1155,0.1083
1292823,56973.0960,r,24.8183,0.1354
1292823,56973.1960,z,24.1852,0.1315
1292823,56980.0880,r,25.0718,0.1735
1292823,56980.1040,i,24.2421,0.1081
1292823,56980.1270,z,24.4176,0.1685
1292823,56987.0930,r,25.0115,0.1645
1292823,56987.1090,i,24.3460,0.1178
1292823,56987.1340,z,24.6686,0.2098
1292823,56990.0940,r,24.6465,0.2418
1292823,56990.1300,z,24.5964,0.2215
1292823,57001.0600,r,25.0975,0.1678
1292823,57001.0740,i,24.9420,0.2394
1292823,57005.0950,r,24.8897,0.2014
1292823,57005.1100,i,24.5445,0.2049
1292823,57005.1420,z,24.4525,0.2663
1292823,57012.1050,r,25.4405,0.2970
1292823,57012.1200,i,24.9788,0.2857
1292823,57018.1310,r,25.2208,0.3422
1292823,57032.0640,r,25.3924,0.3302
1292823,57038.1180,r,25.2503,0.2549
1293046,56890.2850,z,23.6754,0.1480
1293046,56890.3400,i,23.6078,0.0940
1293046,56890.3660,r,23.4971,0.1023
1293046,56903.3600,i,23.3466,0.1438
1293046,56904.2380,z,23.3615,0.0818
1293046,56915.2030,r,24.1476,0.2983
1293046,56915.2320,i,23.5550,0.1583
1293046,56916.2720,z,23.9727,0.1792
1293046,56924.1930,r,24.9869,0.1762
1293046,56924.2090,i,24.0909,0.0906
1293046,56924.2340,z,24.2470,0.1473
1293046,56931.1910,i,24.7516,0.1762
1293046,56931.2800,z,24.0617,0.1236
1293046,56956.2660,z,24.7444,0.3266
1293758,56903.1070,g,22.0741,0.1849
1293758,56903.1090,r,21.6620,0.0858
1293758,56903.1110,i,21.7154,0.0737
1293758,56903.1140,z,22.7282,0.2254
1293758,56903.1200,g,21.8163,0.0638
1293758,56903.1230,r,21.8417,0.0809
1293758,56903.1250,i,21.8396,0.1007
1293758,56903.1280,z,22.3522,0.1740
1293758,56912.0830,g,20.1833,0.0134
1293758,56912.0850,r,20.3184,0.0129
1293758,56912.0870,i,20.4312,0.0164
1293758,56912.0890,z,20.8373,0.0244
1293758,56912.0960,g,20.1605,0.0193
1293758,56912.0980,r,20.3127,0.0176
1293758,56912.1010,i,20.4339,0.0192
1293758,56912.1030,z,20.7229,0.0265
1293758,56916.0710,g,20.2090,0.0266
1293758,56916.0740,r,20.2136,0.0498
1293758,56916.0760,i,20.4869,0.1235
1293758,56916.0790,z,20.8920,0.1023
1293758,56916.0890,g,20.0822,0.0136
1293758,56916.0910,r,20.1684,0.0306
1293758,56916.0930,i,20.2921,0.0665
1293758,56916.0970,z,20.9154,0.0605
1293758,56920.0610,g,20.2675,0.0056
1293758,56920.0640,r,20.2338,0.0073
1293758,56920.0660,i,20.4990,0.0129
1293758,56920.0690,z,21.0419,0.0243
1293758,56920.0750,g,20.2638,0.0048
1293758,56920.0770,r,20.2268,0.0072
1293758,56920.0820,z,20.9979,0.0258
1293758,56924.1410,g,20.5875,0.0062
1293758,56924.1440,r,20.4198,0.0075
1293758,56925.1580,g,20.6380,0.0180
1293758,56925.1600,r,20.4638,0.0095
1293758,56925.1620,i,20.8672,0.0165
1293758,56925.1650,z,21.3608,0.0348
1293758,56930.1140,g,21.2184,0.0173
1293758,56930.1160,r,20.7847,0.0143
1293758,56930.1180,i,21.1491,0.0231
1293758,56930.1210,z,21.5770,0.0418
1293758,56930.1270,g,21.2320,0.0131
1293758,56930.1300,r,20.7800,0.0103
1293758,56930.1320,i,21.1287,0.0186
1293758,56930.1340,z,21.5496,0.0318
1293758,56943.0050,g,22.5144,0.0524
1293758,56943.0070,r,21.4485,0.0338
1293758,56943.0180,g,22.5062,0.0450
1293758,56943.0200,r,21.4480,0.0255
1293758,56943.0220,i,21.2275,0.0301
1293758,56943.0250,z,21.2437,0.0374
1293758,56949.0140,g,23.0147,0.0633
1293758,56949.0160,r,21.8915,0.0404
1293758,56949.0190,i,21.7180,0.0386
1293758,56949.0190,z,21.7663,0.0699
1293758,56949.0270,g,22.9751,0.0654
1293758,56949.0300,r,21.7878,0.0707
1293758,56949.0320,i,21.7009,0.0318
1293758,56949.0350,z,21.8049,0.0616
1293758,56953.0310,g,23.0395,0.0666
1293758,56953.0330,r,22.0805,0.0405
1293758,56953.0380,i,21.9418,0.0508
1293758,56953.0410,z,21.9782,0.0692
1293758,56956.0080,g,23.2621,0.0785
1293758,56956.0100,r,22.1394,0.0345
1293758,56956.0130,i,22.1360,0.0495
1293758,56956.0150,z,22.0523,0.0610
1293758,56957.0050,g,23.1234,0.1566
1293758,56957.0080,r,21.9848,0.0677
1293758,56957.0100,i,21.8453,0.0875
1293758,56960.1710,g,23.3682,0.0972
1293758,56960.1730,r,22.2643,0.0439
1293758,56960.1750,i,22.2487,0.0564
1293758,56960.1780,z,22.1945,0.0718
1293758,56961.0090,g,22.9575,0.3150
1293758,56961.0110,r,22.6543,0.2355
1293758,56961.0130,i,22.5203,0.1265
1293758,56961.0140,z,22.3962,0.2354
1293758,56973.0210,g,23.7171,0.1108
1293758,56973.0230,r,22.6498,0.0543
1293758,56973.0250,i,22.6923,0.0750
1293758,56973.0260,z,22.9230,0.1654
1293758,56973.1140,g,23.6603,0.0818
1293758,56973.1160,r,22.6031,0.0386
1293758,56973.1180,i,22.7142,0.0578
1293758,56973.1190,z,22.7688,0.1204
1293758,56980.0240,g,23.5900,0.0927
1293758,56980.0260,r,22.8059,0.0533
1293758,56980.0280,i,22.8418,0.0752
1293758,56980.0370,g,23.5674,0.0725
1293758,56980.0400,r,22.8050,0.0504
1293758,56980.0420,i,22.8617,0.0821
1293758,56980.0440,z,23.0847,0.1277
1293758,56987.0280,g,23.7853,0.1429
1293758,56987.0300,r,22.8243,0.0595
1293758,56987.0330,i,23.0835,0.1139
1293758,56987.0410,g,23.6358,0.1065
1293758,56987.0440,r,23.0296,0.0743
1293758,56987.0460,i,23.0230,0.1119
1293758,56987.0490,z,23.5775,0.2255
1293758,56991.1080,g,22.2085,0.1170
1293758,56992.0350,r,23.0190,0.1229
1293758,56992.0370,i,23.2945,0.1762
1293758,56992.0490,r,22.9153,0.1259
1293758,56992.0510,i,23.1032,0.1729
1293758,56992.0530,z,23.4439,0.2791
1293758,57002.0370,g,23.8657,0.1721
1293758,57002.0390,r,23.4335,0.1139
1293758,57002.0410,i,23.6973,0.2024
1293758,57002.0500,g,23.7926,0.1218
1293758,57002.0520,r,23.4034,0.0939
1293758,57002.0550,i,23.5946,0.1657
1293758,57002.0570,z,23.8011,0.2679
1293758,57011.0420,g,23.8578,0.1299
1293758,57011.0450,r,23.4609,0.0901
1293758,57011.0470,i,23.6853,0.1470
1293758,57011.0560,g,23.8445,0.1099
1293758,57011.0580,r,23.4102,0.0908
1293758,57011.0600,i,24.0781,0.2356
1293758,57011.0630,z,23.9584,0.2744
1293758,57016.1050,g,24.1622,0.1557
1293758,57016.1070,r,23.7123,0.1370
1293758,57016.1090,i,24.0160,0.2769
1293758,57017.0740,g,24.3725,0.2856
1293758,57017.0760,r,23.8053,0.2030
1293758,57025.0590,r,22.9800,0.2197
1293758,57030.0460,r,24.2972,0.3102
1293758,57030.0480,i,24.1077,0.3093
1293758,57030.0910,g,23.6742,0.2755
1293758,57030.0930,r,23.5683,0.2863
1293758,57037.0600,g,24.5915,0.2585
1293758,57037.0630,r,24.3836,0.2828
1293758,57037.0740,g,24.7473,0.3292
1293758,57037.0760,r,23.8173,0.1795
1293758,57037.0780,i,23.6733,0.2486
1293758,57042.0880,g,23.4144,0.1636
1293758,57042.0910,r,24.0274,0.3303
1293758,57042.0930,i,23.4281,0.2496
1293758,57044.0440,g,23.8539,0.2131
1293758,57049.0440,r,23.7981,0.3333
1293789,56885.2890,g,24.2926,0.3617
1293789,56885.3000,z,23.6897,0.1419
1293789,56885.3450,i,23.6094,0.1029
1293789,56885.3690,r,23.4254,0.0736
1293789,56888.2810,g,23.2302,0.0439
1293789,56903.2460,r,21.9213,0.0230
1293789,56903.2620,i,22.0447,0.0510
1293789,56912.2590,z,22.4766,0.0625
1293789,56912.3040,r,22.1188,0.0339
1293789,56912.3200,i,22.1305,0.0368
1293789,56915.2220,g,23.3063,0.1251
1293789,56916.2030,g,23.1177,0.1262
1293789,56920.1960,g,23.6989,0.0662
1293789,56920.2050,r,22.5108,0.0213
1293789,56920.2210,i,22.4107,0.0293
1293789,56920.2460,z,22.6997,0.0460
1293789,56925.1880,g,24.2825,0.1086
1293789,56925.3060,r,22.8598,0.0317
1293789,56925.3290,i,22.5919,0.0346
1293789,56927.1780,z,22.8794,0.0894
1293789,56932.1720,r,23.2668,0.0832
1293789,56932.1880,i,22.9290,0.0616
1293789,56933.1700,z,23.1265,0.3445
1293789,56936.2440,r,23.4187,0.1150
1293789,56936.2600,i,23.0533,0.1082
1293789,56943.1340,z,23.0379,0.0964
1293789,56943.3550,r,23.8349,0.1265
1293789,56944.1290,i,23.3147,0.1137
1293789,56949.3500,i,23.3319,0.0661
1293789,56950.1220,r,24.1628,0.1375
1293789,56956.1560,z,23.4982,0.1098
1293789,56956.3130,i,23.5209,0.1276
1293789,56957.1480,r,24.3785,0.1699
1293789,56960.3000,i,24.1521,0.3076
1293789,56961.3090,z,23.8220,0.2496
1293789,56966.1290,i,23.9842,0.3496
1293789,56966.2290,z,24.0905,0.3511
1293789,56973.1520,r,24.8238,0.1852
1293789,56973.2450,i,24.2689,0.1985
1293789,56973.2670,z,24.2818,0.2228
1293789,56980.2170,r,24.7668,0.1240
1293789,56980.2330,i,24.6074,0.2096
1293789,56980.2550,z,24.1429,0.1924
1293789,56987.2080,g,25.8147,0.3591
1293789,56987.2330,i,24.1512,0.1317
1293789,56987.2540,z,24.1816,0.2329
1293789,56990.2170,r,25.1107,0.3128
1293789,57001.1990,i,24.6839,0.3085
1293789,57008.0400,i,24.5175,0.2572
1293789,57039.0730,r,25.1898,0.2400
1294351,56903.3830,g,22.0892,0.0457
1294351,56903.3860,r,21.7674,0.0547
1294351,56903.3880,i,21.8488,0.0924
1294351,56903.3910,z,22.2958,0.1325
1294351,56915.2650,g,22.7953,0.2763
1294351,56915.2670,r,22.1110,0.1770
1294351,56915.2690,i,21.7718,0.1084
1294351,56915.2720,z,22.1792,0.1175
1294351,56923.3150,g,22.8971,0.0970
1294351,56923.3180,r,22.2657,0.0779
1294351,56923.3200,i,22.2455,0.0901
1294351,56923.3220,z,22.5592,0.1551
1294351,56927.2800,g,23.1591,0.1054
1294351,56927.2830,r,22.2474,0.0609
1294351,56927.2850,i,22.2454,0.0709
1294351,56927.2880,z,22.8449,0.1422
1294351,56932.2170,g,23.7581,0.2349
1294351,56932.2200,r,22.6881,0.0908
1294351,56932.2220,i,22.6309,0.0873
1294351,56932.2240,z,22.7583,0.1130
1294351,56943.2040,r,23.1427,0.2429
1294351,56943.2060,i,22.8818,0.1402
1294351,56943.2090,z,22.7740,0.1134
1294351,56952.1200,r,23.8993,0.2296
1294351,56952.1220,i,22.8918,0.1237
1294351,56952.1250,z,23.0030,0.1914
1294351,56957.1080,i,22.9799,0.2264
1294351,56959.1020,r,24.0175,0.2707
1294351,56959.1050,i,23.3436,0.1978
1294351,56959.1070,z,23.3894,0.2230
1294351,56964.2200,i,23.3719,0.2552
1294351,56973.1880,i,23.7828,0.2065
1294351,56973.1900,z,23.6456,0.2100
1294351,56980.1810,r,24.3990,0.2647
1294351,56980.1830,i,23.9099,0.2399
1294351,56980.1860,z,23.5066,0.2187
1294351,56987.1800,g,24.8261,0.3267
1294351,56987.1820,r,24.4672,0.3050
1294436,56959.1000,g,23.6471,0.3398
1294436,56959.1020,r,23.2647,0.2464
1294436,56959.1070,z,23.2767,0.3421
1294436,56964.2230,z,22.7691,0.2676
1294436,56980.1790,g,23.2896,0.1420
1294436,56980.1810,r,23.3771,0.1864
1294436,56980.1830,i,23.2352,0.2641
1294436,56980.1860,z,23.1393,0.2603
1294436,56987.1800,g,23.8936,0.2784
1294436,56990.1810,g,22.9603,0.2157
1294436,56990.1880,z,22.2404,0.2335
1294436,57003.0430,g,23.0755,0.1504
1294436,57003.0470,i,23.4947,0.3419
1294436,57003.0490,z,23.2597,0.3255
1294436,57011.0710,g,22.5722,0.0722
1294436,57011.0730,r,22.7333,0.0860
1294436,57011.0750,i,22.5294,0.1201
1294436,57011.0770,z,22.7940,0.1714
1294436,57018.0430,g,22.7944,0.3315
1294436,57018.0450,r,23.0172,0.3583
1294436,57019.0490,z,22.9194,0.3440
1294436,57021.0500,z,22.5800,0.2391
1294436,57029.0660,g,22.8629,0.2865
1294436,57036.0510,g,22.6904,0.1198
1294436,57036.0530,r,23.1660,0.1764
1294436,57036.0550,i,22.6862,0.1769
1294436,57036.0580,z,23.2747,0.3410
1294436,57042.0740,g,22.7503,0.1671
1294436,57042.0780,i,22.4432,0.1798
1294436,57042.0810,z,22.8903,0.2852
1295844,56912.0960,g,22.7237,0.2105
1295844,56912.0980,r,22.9961,0.2101
1295844,56912.1010,i,23.1697,0.2299
1295844,56912.1030,z,22.8525,0.1902
1295844,56916.0890,g,22.2045,0.1050
1295844,56916.0910,r,22.2346,0.2159
1295844,56916.0970,z,22.2282,0.2092
1295844,56920.0750,g,22.1317,0.0238
1295844,56920.0770,r,22.2844,0.0451
1295844,56920.0820,z,22.4278,0.0966
1295844,56925.1580,g,21.8227,0.0561
1295844,56925.1600,r,21.8514,0.0342
1295844,56925.1620,i,21.9475,0.0412
1295844,56925.1650,z,22.1012,0.0721
1295844,56930.1270,g,21.8776,0.0244
1295844,56930.1300,r,21.8811,0.0265
1295844,56930.1320,i,21.9105,0.0349
1295844,56930.1340,z,22.0343,0.0482
1295844,56943.0180,g,23.3036,0.1012
1295844,56943.0200,r,22.9049,0.0915
1295844,56943.0220,i,22.7085,0.1050
1295844,56943.0250,z,22.9422,0.1690
1295844,56949.0270,g,23.8856,0.1374
1295844,56949.0300,r,23.5220,0.3485
1295844,56949.0320,i,23.2102,0.1160
1295844,56949.0350,z,23.2882,0.2515
1295844,56956.0080,g,24.5452,0.2288
1295844,56956.0100,r,23.8414,0.1553
1295844,56956.0130,i,23.6298,0.1894
1295844,56956.0150,z,23.7168,0.2827
1295844,56960.1730,r,24.2151,0.2734
1295844,56960.1750,i,23.4723,0.1681
1295844,56960.1780,z,23.8899,0.3377
1295844,56973.0230,r,24.2755,0.2348
1295844,56973.0250,i,23.9664,0.2327
1295844,56973.0280,z,23.8794,0.2888
1295844,56980.0370,g,24.6042,0.1875
1295844,56980.0400,r,24.0489,0.1488
1295844,56980.0420,i,23.6193,0.1572
1295844,56980.0450,z,24.0864,0.3321
1295844,56987.0410,g,24.1002,0.1566
1295844,56987.0440,r,23.8289,0.1498
1295844,56987.0460,i,23.3702,0.1392
1295844,56987.0490,z,23.5489,0.2178
1295844,56992.0490,r,24.0901,0.3608
1295844,56992.0510,i,23.6792,0.2783
1296321,56915.2650,g,22.4788,0.1790
1296321,56915.2670,r,22.7230,0.3215
1296321,56915.2690,i,22.9930,0.3088
1296321,56915.2720,z,23.0948,0.2540
1296321,56923.3150,g,21.3316,0.0210
1296321,56923.3180,r,21.1997,0.0266
1296321,56923.3200,i,21.2568,0.0330
1296321,56923.3220,z,21.5797,0.0594
1296321,56927.2800,g,21.1251,0.0150
1296321,56927.2830,r,21.0073,0.0180
1296321,56927.2850,i,21.1838,0.0243
1296321,56927.2880,z,21.5319,0.0407
1296321,56932.2170,g,21.2145,0.0214
1296321,56932.2200,r,20.9764,0.0172
1296321,56932.2220,i,21.1875,0.0221
1296321,56932.2240,z,21.7239,0.0401
1296321,56943.2020,g,21.8180,0.0718
1296321,56943.2040,r,21.4217,0.0475
1296321,56943.2060,i,21.7667,0.0473
1296321,56943.2090,z,22.4093,0.0778
1296321,56952.1180,g,22.7427,0.0541
1296321,56952.1200,r,21.7421,0.0296
1296321,56952.1220,i,21.9378,0.0494
1296321,56952.1250,z,22.4283,0.1085
1296321,56957.1060,r,21.8588,0.0679
1296321,56957.1080,i,22.0546,0.0880
1296321,56957.1110,z,22.4337,0.1568
1296321,56959.1000,g,23.1283,0.1019
1296321,56959.1020,r,22.0422,0.0418
1296321,56959.1050,i,21.9117,0.0491
1296321,56959.1070,z,22.3811,0.0854
1296321,56964.2180,r,22.2551,0.0818
1296321,56964.2200,i,22.1444,0.0812
1296321,56964.2220,z,22.0960,0.0822
1296321,56973.1830,g,24.2958,0.3375
1296321,56973.1850,r,22.6692,0.0710
1296321,56973.1880,i,22.5590,0.0639
1296321,56973.1900,z,22.5430,0.0726
1296321,56980.1790,g,24.1217,0.1369
1296321,56980.1810,r,23.0862,0.0755
1296321,56980.1830,i,22.9783,0.0980
1296321,56980.1860,z,22.6982,0.1008
1296321,56987.1800,g,24.8435,0.3019
1296321,56987.1820,r,23.1014,0.0823
1296321,56987.1870,z,23.1135,0.1606
1296321,56990.1810,g,23.9985,0.2810
1296321,56990.1830,r,23.1590,0.1653
1296321,56990.1850,i,22.9715,0.3382
1296321,57003.0450,r,23.4878,0.1230
1296321,57003.0470,i,23.5233,0.1648
1296321,57003.0490,z,23.9729,0.3596
1296321,57011.0710,g,24.7389,0.2212
1296321,57011.0730,r,23.5701,0.0963
1296321,57011.0750,i,23.9916,0.2198
1296321,57011.0770,z,23.6233,0.2161
1296321,57036.0530,r,23.9840,0.1982
1296321,57036.0550,i,24.1150,0.3186
1296657,56915.2920,g,20.3226,0.0231
