# SDSS-II Supernova Survey photometry subset (public data release:
# Sako et al. 2018, PASP 130, 064002;
# https://portal.nersc.gov/project/dessn/SDSS/dataRelease/).
# Spectroscopically confirmed SNe Ia, z 0.05-0.35; SNANA FLUXCAL
# converted to AB magnitudes (27.5 - 2.5 log10 FLUXCAL), SNR > 3.
snid,mjd,band,mag,emag
5391,53657.308,i,21.5845,0.3412
5391,53657.472,g,22.1557,0.1365
5391,53657.472,r,21.613,0.1169
5391,53657.472,i,21.4127,0.1487
5391,53663.490,r,21.3218,0.1834
5391,53663.490,i,21.7477,0.2824
5391,53665.490,g,22.1314,0.2698
5391,53665.490,r,21.8325,0.1834
5391,53665.490,i,21.7528,0.2355
5391,53668.479,r,21.8719,0.2555
5391,53669.384,g,22.5343,0.2253
5391,53669.384,r,21.9597,0.1643
5391,53669.384,i,21.7324,0.1888
5391,53670.484,r,22.0154,0.2645
5391,53671.469,g,22.5526,0.2588
5391,53671.469,r,22.0457,0.1667
5391,53671.469,i,21.822,0.21
5391,53674.369,r,22.4285,0.2891
5391,53676.458,r,22.4951,0.2953
5391,53681.422,r,22.268,0.2433
5391,53684.383,r,22.2722,0.2319
5395,53646.481,g,22.1919,0.1845
5395,53646.481,r,22.3804,0.2214
5395,53657.300,g,19.7211,0.054
5395,53657.300,r,19.7691,0.061
5395,53657.300,i,19.9143,0.0771
5395,53657.300,z,19.8949,0.2153
5395,53657.465,g,19.632,0.018
5395,53657.465,r,19.6801,0.027
5395,53657.465,i,19.8903,0.038
5395,53657.465,z,20.2442,0.1705
5395,53663.483,g,19.573,0.044
5395,53663.483,r,19.397,0.031
5395,53663.483,i,19.7742,0.046
5395,53663.483,z,20.0141,0.1634
5395,53664.418,g,19.485,0.055
5395,53664.418,r,19.4801,0.0731
5395,53664.418,i,19.5962,0.1183
5395,53664.418,z,19.7366,0.2653
5395,53665.483,g,19.567,0.035
5395,53665.483,r,19.4581,0.032
5395,53665.483,i,19.7472,0.045
5395,53665.483,z,20.1944,0.2115
5395,53668.471,g,19.623,0.03
5395,53668.471,r,19.4981,0.029
5395,53668.471,i,19.7202,0.052
5395,53669.377,g,19.655,0.045
5395,53669.377,r,19.4911,0.03
5395,53669.377,i,19.8653,0.046
5395,53669.377,z,20.2035,0.1693
5395,53670.477,g,19.7351,0.025
5395,53670.477,r,19.5641,0.04
5395,53670.477,i,19.9233,0.0581
5395,53670.477,z,19.9554,0.1847
5395,53671.462,g,19.7621,0.019
5395,53671.462,r,19.5921,0.021
5395,53671.462,i,19.8863,0.037
5395,53671.462,z,20.7176,0.2251
5395,53674.362,g,19.9251,0.024
5395,53674.362,r,19.6981,0.028
5395,53674.362,i,20.1234,0.0551
5395,53676.451,g,20.1051,0.044
5395,53676.451,r,19.8141,0.031
5395,53676.451,i,20.2766,0.0551
5395,53679.423,g,20.3042,0.031
5395,53679.423,r,20.0432,0.038
5395,53679.423,i,20.3286,0.0651
5395,53681.414,g,20.4922,0.039
5395,53681.414,r,20.1152,0.034
5395,53681.414,i,20.4809,0.0631
5395,53681.414,z,21.0189,0.356
5395,53687.317,g,21.1387,0.2065
5395,53687.317,r,20.2763,0.0731
5395,53687.317,i,20.4839,0.0963
5395,53696.380,g,21.8235,0.1279
5395,53696.380,r,20.5875,0.0551
5395,53696.380,i,20.4248,0.0621
5395,53696.380,z,20.863,0.2816
5395,53697.371,g,22.0629,0.1495
5395,53697.371,r,20.6515,0.0521
5395,53697.371,i,20.56,0.0662
5395,53697.371,z,20.644,0.2304
5395,53700.370,g,22.0418,0.118
5395,53700.370,r,20.9008,0.0631
5395,53700.370,i,20.6291,0.0752
5395,53705.357,g,22.4875,0.2105
5395,53705.357,r,21.021,0.0772
5395,53705.357,i,21.2032,0.1748
5533,53654.217,g,22.838,0.3397
5533,53654.217,i,21.8148,0.2484
5533,53656.164,g,21.9663,0.3361
5533,53656.164,i,21.628,0.3067
5533,53668.166,g,21.4051,0.0682
5533,53668.166,r,21.2817,0.0954
5533,53668.166,i,21.319,0.1587
5533,53670.171,g,21.3891,0.0642
5533,53670.171,r,21.2014,0.0823
5533,53670.171,i,21.2676,0.1474
5533,53671.235,g,21.322,0.0842
5533,53671.235,r,21.2546,0.1236
5533,53671.235,i,20.933,0.1368
5533,53673.139,g,21.6077,0.0753
5533,53673.139,r,21.1954,0.0823
5533,53673.139,i,21.0906,0.1077
5533,53675.135,g,21.8095,0.0865
5533,53675.135,r,21.2676,0.0803
5533,53675.135,i,21.3069,0.1252
5533,53677.156,g,21.9291,0.0957
5533,53677.156,r,21.3358,0.0854
5533,53677.156,i,21.2807,0.1221
5533,53680.142,g,22.4053,0.1423
5533,53680.142,r,21.3539,0.0864
5533,53680.142,i,21.5885,0.1492
5533,53686.209,r,21.5587,0.3484
5533,53686.209,i,21.5268,0.3387
5533,53693.143,i,21.8413,0.2351
5533,53704.125,r,22.6687,0.3058
5549,53654.314,g,20.5472,0.03
5549,53654.314,r,20.6075,0.0471
5549,53654.314,i,20.6051,0.0652
5549,53654.314,z,21.0489,0.3293
5549,53663.275,g,19.536,0.025
5549,53663.275,r,19.6131,0.023
5549,53663.275,i,19.8463,0.035
5549,53663.275,z,20.2605,0.1357
5549,53666.345,g,19.595,0.022
5549,53666.345,r,19.5111,0.025
5549,53666.345,i,19.7572,0.038
5549,53666.345,z,20.2178,0.1704
5549,53668.264,g,19.617,0.028
5549,53668.264,r,19.5291,0.051
5549,53668.264,i,19.8072,0.055
5549,53670.269,g,19.6651,0.024
5549,53670.269,r,19.5791,0.037
5549,53670.269,i,19.8183,0.036
5549,53670.269,z,20.4145,0.1944
5549,53673.237,g,19.8511,0.022
5549,53673.237,r,19.6391,0.023
5549,53673.237,i,19.9703,0.038
5549,53673.237,z,20.8084,0.2524
5549,53675.234,g,20.0341,0.023
5549,53675.234,r,19.7101,0.026
5549,53675.234,i,20.0614,0.045
5549,53677.255,g,20.1541,0.021
5549,53677.255,r,19.7811,0.022
5549,53677.255,i,20.1865,0.042
5549,53677.255,z,20.8809,0.2259
5549,53680.241,g,20.4452,0.028
5549,53680.241,r,20.0402,0.03
5549,53680.241,i,20.4288,0.0531
5549,53680.241,z,20.6409,0.2092
5549,53693.242,g,21.7211,0.1622
5549,53693.242,r,20.6085,0.0611
5549,53693.242,i,20.4498,0.0661
5549,53693.242,z,21.0061,0.2989
5549,53698.239,g,21.9371,0.1048
5549,53698.239,r,20.7356,0.0571
5549,53698.239,i,20.8276,0.1459
5549,53698.239,z,20.6574,0.2284
5549,53699.262,g,21.6388,0.0894
5549,53699.262,r,20.7777,0.0571
5549,53699.262,i,20.6141,0.0752
5549,53699.262,z,20.2096,0.1601
5549,53704.224,g,22.4266,0.1557
5549,53704.224,r,21.1172,0.0712
5549,53704.224,i,21.0665,0.1087
5550,53654.315,g,21.6197,0.0763
5550,53654.315,r,21.7146,0.12
5550,53654.315,i,21.7192,0.1795
5550,53663.276,g,19.8581,0.026
5550,53663.276,r,20.0482,0.032
5550,53663.276,i,20.2375,0.0481
5550,53663.276,z,20.0454,0.1135
5550,53666.346,g,19.7371,0.03
5550,53666.346,r,19.9301,0.035
5550,53666.346,i,20.0544,0.0501
5550,53666.346,z,20.2452,0.1798
5550,53668.265,g,19.689,0.024
5550,53668.265,r,19.8521,0.037
5550,53668.265,i,20.1635,0.0651
5550,53668.265,z,20.6429,0.3577
5550,53670.270,g,19.7141,0.018
5550,53670.270,r,19.8071,0.025
5550,53670.270,i,20.0174,0.043
5550,53670.270,z,20.3675,0.1878
5550,53673.238,g,19.7581,0.021
5550,53673.238,r,19.8091,0.024
5550,53673.238,i,20.0274,0.041
5550,53673.238,z,20.4125,0.1612
5550,53675.234,g,19.8131,0.027
5550,53675.234,r,19.8061,0.028
5550,53675.234,i,20.0234,0.0521
5550,53675.234,z,20.2208,0.1755
5550,53677.256,g,19.8751,0.019
5550,53677.256,r,19.8271,0.022
5550,53677.256,i,20.0664,0.039
5550,53677.256,z,21.0339,0.269
5550,53680.242,g,20.0011,0.022
5550,53680.242,r,19.8661,0.024
5550,53680.242,i,20.1575,0.042
5550,53680.242,z,20.7322,0.2307
5550,53693.243,g,21.0396,0.0892
5550,53693.243,r,20.5244,0.0581
5550,53693.243,i,20.6091,0.0772
5550,53693.243,z,20.8336,0.2744
5550,53698.240,g,21.5345,0.0763
5550,53698.240,r,20.7757,0.1133
5550,53698.240,i,20.6281,0.0873
5550,53698.240,z,20.9837,0.3291
5550,53699.263,g,21.5315,0.0924
5550,53699.263,r,20.8197,0.0651
5550,53699.263,i,20.6913,0.0782
5550,53699.263,z,20.7176,0.3139
5550,53704.225,g,22.0911,0.1242
5550,53704.225,r,20.8768,0.0621
5550,53704.225,i,20.9179,0.0955
5550,53704.225,z,20.8904,0.3216
5635,53654.230,g,21.306,0.0782
5635,53654.230,r,21.2215,0.0994
5635,53654.230,i,21.1208,0.1259
5635,53656.177,g,21.1127,0.1577
5635,53656.177,r,21.3158,0.1804
5635,53656.177,i,20.8958,0.1439
5635,53663.190,g,20.9495,0.0641
5635,53663.190,r,20.8237,0.0631
5635,53663.190,i,20.937,0.0894
5635,53668.179,g,21.2879,0.0822
5635,53668.179,r,21.1052,0.0953
5635,53668.179,i,20.8978,0.1206
5635,53670.184,g,21.298,0.0591
5635,53670.184,r,21.0521,0.0843
5635,53670.184,i,21.17,0.1381
5635,53673.152,g,21.4974,0.0753
5635,53673.152,r,21.028,0.0742
5635,53673.152,i,21.5369,0.1756
5635,53675.148,g,21.8315,0.0966
5635,53675.148,r,21.3348,0.1055
5635,53675.148,i,21.546,0.1808
5635,53677.169,g,21.8587,0.0966
5635,53677.169,r,21.4623,0.0925
5635,53677.169,i,21.5198,0.1807
5635,53680.155,g,22.1829,0.1447
5635,53680.155,r,21.754,0.1546
5635,53680.155,i,21.6533,0.1915
5635,53693.156,r,22.2936,0.3172
5717,53654.355,g,21.6177,0.0743
5717,53654.355,r,21.4502,0.0915
5717,53654.355,i,21.5764,0.1584
5717,53663.316,g,21.2449,0.1144
5717,53663.316,r,21.0391,0.0863
5717,53663.316,i,21.2394,0.1261
5717,53666.386,g,21.304,0.0953
5717,53666.386,r,21.1312,0.0843
5717,53666.386,i,21.2163,0.1149
5717,53668.305,g,21.5616,0.0904
5717,53668.305,r,21.1674,0.0863
5717,53668.305,i,21.163,0.131
5717,53670.310,g,21.5546,0.0823
5717,53670.310,r,21.2917,0.0874
5717,53670.310,i,21.3008,0.1312
5717,53673.278,g,21.698,0.0794
5717,53673.278,r,21.2596,0.0753
5717,53673.278,i,21.2827,0.115
5717,53675.275,g,21.8527,0.0966
5717,53675.275,r,21.3589,0.0975
5717,53675.275,i,21.3956,0.1538
5717,53677.296,g,21.9794,0.0947
5717,53677.296,r,21.4683,0.0895
5717,53677.296,i,21.5036,0.1357
5717,53680.282,g,22.2263,0.1214
5717,53680.282,r,21.5698,0.1027
5717,53680.282,i,21.5662,0.1553
5717,53693.283,r,22.0396,0.2605
5717,53693.283,i,21.9056,0.2492
5717,53698.280,r,22.4829,0.2507
5717,53698.280,i,22.0038,0.2419
5717,53699.304,i,22.2693,0.3186
5717,53704.266,g,23.0786,0.3167
5717,53704.266,i,22.1738,0.349
5736,53654.369,g,22.3001,0.1369
5736,53654.369,r,21.9022,0.1397
5736,53654.369,i,21.7122,0.1805
5736,53655.319,g,21.9663,0.127
5736,53655.319,r,21.7721,0.1761
5736,53657.345,g,21.6729,0.3489
5736,53663.330,g,21.5616,0.155
5736,53663.330,r,21.1403,0.0984
5736,53663.330,i,21.2666,0.1271
5736,53664.344,g,21.1377,0.1275
5736,53664.344,r,21.2084,0.2375
5736,53664.344,i,21.4531,0.3182
5736,53666.400,g,21.4693,0.1185
5736,53666.400,r,21.2476,0.1055
5736,53666.400,i,21.16,0.1128
5736,53668.319,g,21.4814,0.1044
5736,53668.319,r,21.2185,0.0934
5736,53668.319,i,21.0776,0.1168
5736,53668.319,z,20.8651,0.3373
5736,53669.303,g,21.6027,0.0713
5736,53669.303,r,21.1974,0.0722
5736,53669.303,i,21.1218,0.0986
5736,53670.324,g,21.71,0.0854
5736,53670.324,r,21.2175,0.0934
5736,53670.324,i,21.1017,0.1138
5736,53671.388,g,21.7572,0.1177
5736,53671.388,r,21.3168,0.1095
5736,53671.388,i,21.4511,0.1539
5736,53673.292,g,21.7854,0.0814
5736,53673.292,r,21.4382,0.0935
5736,53673.292,i,21.3542,0.1232
5736,53674.287,g,21.9653,0.1301
5736,53674.287,r,21.3951,0.1126
5736,53674.287,i,21.2374,0.1382
5736,53675.289,g,22.07,0.1079
5736,53675.289,r,21.4513,0.0995
5736,53675.289,i,21.3925,0.1324
5736,53676.377,g,22.0437,0.113
5736,53676.377,r,21.4864,0.1279
5736,53676.377,i,21.3663,0.1232
5736,53677.310,g,22.0589,0.1069
5736,53677.310,r,21.6613,0.1058
5736,53677.310,i,21.7253,0.1661
5736,53679.348,g,22.3283,0.1768
5736,53679.348,r,21.5607,0.1441
5736,53679.348,i,21.9854,0.3007
5736,53680.296,g,22.3628,0.1401
5736,53680.296,r,21.6261,0.1068
5736,53680.296,i,21.6686,0.1628
5736,53681.340,g,22.4277,0.1536
5736,53681.340,r,21.8658,0.1284
5736,53681.340,i,21.701,0.1588
5736,53685.299,r,21.7701,0.2191
5736,53685.299,i,21.7122,0.2155
5736,53686.295,i,21.7965,0.3325
5736,53693.297,i,21.7152,0.2104
5736,53698.294,i,22.3048,0.2967
5736,53704.280,i,22.008,0.2957
5736,53705.281,i,22.2599,0.2839
5751,53654.338,g,20.9115,0.0471
5751,53654.338,r,20.8067,0.0631
5751,53654.338,i,20.7494,0.0933
5751,53663.298,g,20.0981,0.056
5751,53663.298,r,19.8941,0.038
5751,53663.298,i,20.0454,0.0501
5751,53663.298,z,20.6336,0.2081
5751,53666.368,g,20.0981,0.036
5751,53666.368,r,19.7481,0.031
5751,53666.368,i,20.1294,0.0541
5751,53666.368,z,20.4852,0.195
5751,53668.288,g,20.1111,0.035
5751,53668.288,r,19.8131,0.032
5751,53668.288,i,20.1485,0.0631
5751,53668.288,z,20.6719,0.3334
5751,53670.293,g,20.1411,0.029
5751,53670.293,r,19.8121,0.03
5751,53670.293,i,20.1395,0.0531
5751,53670.293,z,20.4002,0.1839
5751,53673.261,g,20.2931,0.03
5751,53673.261,r,19.8821,0.029
5751,53673.261,i,20.1455,0.0531
5751,53673.261,z,20.7083,0.2271
5751,53675.257,g,20.4142,0.048
5751,53675.257,r,19.9561,0.032
5751,53675.257,i,20.2706,0.0671
5751,53675.257,z,20.8746,0.3233
5751,53677.278,g,20.5953,0.037
5751,53677.278,r,20.1012,0.034
5751,53677.278,i,20.3407,0.0571
5751,53677.278,z,20.8999,0.2512
5751,53680.265,g,20.8604,0.043
5751,53680.265,r,20.3513,0.044
5751,53680.265,i,20.567,0.0772
5751,53680.265,z,21.1396,0.3197
5751,53693.266,g,21.9994,0.2198
5751,53693.266,r,20.8698,0.0832
5751,53693.266,i,20.7093,0.1054
5751,53693.266,z,20.9317,0.2911
5751,53698.263,g,22.6269,0.2291
5751,53698.263,r,20.8548,0.0722
5751,53698.263,i,20.7544,0.0984
5751,53699.286,g,22.5597,0.2016
5751,53699.286,r,21.0,0.0762
5751,53699.286,i,20.7975,0.0914
5751,53699.286,z,20.92,0.293
5751,53704.248,g,22.6883,0.2811
5751,53704.248,r,21.1192,0.1195
5751,53704.248,i,21.3019,0.2499
5844,53654.214,g,22.078,0.2016
5844,53654.214,r,22.207,0.3057
5844,53668.164,g,22.1607,0.1375
5844,53668.164,r,21.6161,0.127
5844,53668.164,i,21.6412,0.2131
5844,53670.168,g,22.1909,0.1406
5844,53670.168,r,21.5507,0.1077
5844,53670.168,i,21.7172,0.2052
5844,53671.232,g,22.3537,0.2242
5844,53671.232,r,21.8457,0.207
5844,53671.232,i,22.048,0.3326
5844,53673.136,g,22.2111,0.1285
5844,53673.136,r,21.9608,0.1541
5844,53673.136,i,21.7497,0.1992
5844,53675.133,g,22.6975,0.1902
5844,53675.133,r,21.9658,0.148
5844,53675.133,i,21.8189,0.2048
5844,53677.154,g,22.7066,0.1986
5844,53677.154,r,21.9527,0.1663
5844,53677.154,i,22.0428,0.2549
5844,53680.140,g,22.9485,0.2369
5844,53680.140,r,22.4942,0.2414
5844,53680.140,i,22.0244,0.2337
5844,53693.140,r,22.4778,0.3475
5844,53693.140,i,21.927,0.2746
5957,53655.352,g,22.0528,0.1019
5957,53655.352,r,22.0022,0.1471
5957,53655.352,i,22.1479,0.2595
5957,53663.442,g,21.334,0.1508
5957,53663.442,r,21.5417,0.1583
5957,53663.442,i,21.4087,0.1599
5957,53664.377,r,21.4472,0.2512
5957,53664.377,i,21.2827,0.2498
5957,53665.441,g,21.4723,0.1205
5957,53665.441,r,21.1944,0.0984
5957,53665.441,i,21.541,0.1715
5957,53668.430,g,21.6227,0.1378
5957,53668.430,r,21.1523,0.1125
5957,53668.430,i,21.826,0.3063
5957,53669.336,r,21.4462,0.1481
5957,53669.336,i,21.4077,0.208
5957,53670.436,g,21.5736,0.1196
5957,53670.436,r,21.2837,0.1176
5957,53670.436,i,21.5218,0.2022
5957,53671.421,g,21.7512,0.0965
5957,53671.421,r,21.2796,0.0843
5957,53671.421,i,21.447,0.1346
5957,53674.320,g,22.083,0.1313
5957,53674.320,r,21.2656,0.1035
5957,53674.320,i,21.156,0.1422
5957,53676.410,g,22.0488,0.1373
5957,53676.410,r,21.373,0.1086
5957,53676.410,i,21.544,0.1552
5957,53679.382,g,22.2728,0.1582
5957,53679.382,r,21.5256,0.1461
5957,53679.382,i,21.7518,0.2303
5957,53681.373,g,22.6351,0.1835
5957,53681.373,r,21.6794,0.1129
5957,53681.373,i,22.083,0.246
5957,53684.334,i,20.9761,0.3312
5957,53687.276,r,22.2243,0.3601
5957,53687.276,i,21.701,0.2705
5957,53697.330,i,22.2256,0.3133
5966,53655.301,g,22.0418,0.1475
5966,53655.301,r,21.6261,0.1402
5966,53655.301,i,21.5673,0.2004
5966,53664.326,g,22.2758,0.3408
5966,53664.326,r,21.4081,0.1429
5966,53664.326,i,21.5612,0.2075
5966,53669.285,g,22.9497,0.2625
5966,53669.285,r,21.6603,0.1048
5966,53669.285,i,21.6969,0.1845
5966,53671.369,g,22.38,0.1873
5966,53671.369,r,21.9769,0.1726
5966,53671.369,i,21.6746,0.2019
5966,53674.268,g,22.8607,0.2622
5966,53674.268,r,21.9618,0.1705
5966,53674.268,i,22.1324,0.3115
5966,53676.358,g,22.8607,0.2347
5966,53676.358,r,22.3109,0.2093
5966,53676.358,i,22.1634,0.2779
5966,53679.330,g,23.0641,0.3348
5966,53679.330,r,22.525,0.33
5966,53681.321,r,22.1836,0.2635
5966,53681.321,i,22.0634,0.3576
5994,53654.171,g,21.4262,0.0994
5994,53654.171,r,21.3148,0.1005
5994,53654.171,i,21.156,0.1209
5994,53656.119,g,21.2749,0.1842
5994,53656.119,r,20.8137,0.1033
5994,53656.119,i,21.3452,0.214
5994,53668.120,g,20.6943,0.047
5994,53668.120,r,20.5865,0.0721
5994,53668.120,i,20.6181,0.0983
5994,53670.125,g,20.7754,0.042
5994,53670.125,r,20.5604,0.0551
5994,53670.125,i,20.6201,0.0822
5994,53673.093,g,20.9845,0.0461
5994,53673.093,r,20.6926,0.0561
5994,53673.093,i,20.8447,0.0954
5994,53675.089,g,21.0186,0.0531
5994,53675.089,r,20.7386,0.0581
5994,53675.089,i,20.8306,0.0924
5994,53677.110,g,21.1998,0.0551
5994,53677.110,r,20.8087,0.0581
5994,53677.110,i,21.1801,0.1219
5994,53680.097,g,21.4834,0.0662
5994,53680.097,r,21.009,0.0611
5994,53680.097,i,21.2223,0.1068
5994,53686.152,r,21.5768,0.267
5994,53686.152,i,21.316,0.2098
5994,53693.097,r,21.5738,0.136
5994,53693.097,i,21.3411,0.1526
5994,53698.094,g,22.9528,0.2871
5994,53698.094,r,21.7287,0.1658
5994,53698.094,i,21.5076,0.1786
5994,53699.118,r,21.7953,0.1639
5994,53699.118,i,21.544,0.1736
5994,53702.092,r,22.0062,0.2926
5994,53703.101,r,21.7811,0.2139
5994,53703.101,i,22.0028,0.348
5994,53704.079,r,22.1024,0.1864
5994,53704.079,i,21.8362,0.2153
6057,53657.427,g,19.14,0.015
6057,53657.427,r,19.121,0.027
6057,53657.427,i,19.0941,0.027
6057,53657.427,z,19.5566,0.1654
6057,53663.411,g,18.896,0.026
6057,53663.411,r,18.759,0.019
6057,53663.411,i,19.0711,0.033
6057,53663.411,z,19.3488,0.0793
6057,53666.482,g,19.003,0.016
6057,53666.482,r,18.707,0.016
6057,53666.482,i,19.0571,0.022
6057,53666.482,z,19.3769,0.0783
6057,53668.401,g,19.068,0.02
6057,53668.401,r,18.792,0.021
6057,53668.401,i,19.1081,0.029
6057,53668.401,z,19.5657,0.1198
6057,53669.489,g,19.145,0.022
6057,53669.489,r,18.793,0.028
6057,53669.489,i,19.1321,0.028
6057,53669.489,z,19.404,0.1086
6057,53670.406,g,19.192,0.025
6057,53670.406,r,18.887,0.016
6057,53670.406,i,19.1661,0.025
6057,53670.406,z,19.6431,0.1179
6057,53673.374,g,19.417,0.02
6057,53673.374,r,18.984,0.013
6057,53673.374,i,19.4451,0.026
6057,53673.374,z,19.7246,0.0927
6057,53675.371,g,19.651,0.034
6057,53675.371,r,19.115,0.017
6057,53675.371,i,19.5552,0.03
6057,53675.371,z,19.6461,0.1047
6057,53676.491,g,19.8051,0.0781
6057,53676.491,r,19.321,0.047
6057,53676.491,i,19.6642,0.0741
6057,53680.379,g,20.1251,0.026
6057,53680.379,r,19.375,0.017
6057,53680.379,i,19.5602,0.028
6057,53680.379,z,19.5576,0.0815
6057,53683.437,g,20.2902,0.05
6057,53683.437,r,19.4611,0.049
6057,53683.437,i,19.4581,0.0731
6057,53683.437,z,19.5908,0.2638
6057,53686.378,g,20.6863,0.0741
6057,53686.378,r,19.6131,0.03
6057,53686.378,i,19.5522,0.035
6057,53686.378,z,19.5496,0.0986
6057,53687.435,g,20.5212,0.2155
6057,53687.435,r,19.6901,0.1022
6057,53687.435,i,19.6092,0.1002
6057,53687.435,z,19.3167,0.254
6057,53693.381,g,21.7422,0.3009
6057,53693.381,r,19.9351,0.059
6057,53693.381,i,19.6812,0.052
6057,53693.381,z,19.785,0.1424
6057,53699.401,g,21.6127,0.1186
6057,53699.401,r,20.3973,0.049
6057,53699.401,i,20.1405,0.0521
6057,53699.401,z,20.1995,0.16
6057,53704.364,g,21.8466,0.1309
6057,53704.364,r,20.4664,0.0601
6057,53704.364,i,20.542,0.0832
6057,53704.364,z,20.3931,0.2212
